,file,sampling point,stiffness,strength,yaw,x_offset,cup_a,cup_b,cup_c,cups engaged,result,cup engagement
152,2023083_proxy_sample_0_yaw_-15_rep_1_stiff_low_force_low.json,0,1_low_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
153,2023087_proxy_sample_7_yaw_45_offset_0.015_rep_0_stiff_high_force_low.json,7,3_high_stiffness,1_low_strength,45,0.015,no,yes,yes,2,Good Pick,2 or 3
154,20230724_proxy_sample_9_yaw_60_rep_0_stiff_high_force_low.json,9,3_high_stiffness,1_low_strength,60,0.0,no,no,no,0,Bad Pick,0 or 1
155,20230720_proxy_sample_3_yaw_60_rep_0_stiff_high_force_medium.json,3,3_high_stiffness,2_medium_strength,60,0.0,yes,yes,yes,3,Bad Pick,2 or 3
156,2023083_proxy_sample_8_yaw_45_offset_0.02_rep_0_stiff_high_force_medium.json,8,3_high_stiffness,2_medium_strength,45,0.02,no,yes,yes,2,Good Pick,2 or 3
157,20230731_proxy_sample_4_yaw_-15_rep_0_stiff_low_force_medium.json,4,1_low_stiffness,2_medium_strength,-15,0.0,no,no,yes,1,Bad Pick,0 or 1
158,20230731_proxy_sample_5_yaw_45_rep_0_stiff_low_force_medium.json,5,1_low_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
159,2023083_proxy_sample_6_yaw_-15_rep_1_stiff_high_force_medium.json,6,3_high_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
160,20230724_proxy_sample_5_yaw_60_rep_0_stiff_high_force_low.json,5,3_high_stiffness,1_low_strength,60,0.0,yes,yes,yes,3,Good Pick,2 or 3
161,2023087_proxy_sample_3_yaw_45_offset_0.005_rep_0_stiff_high_force_low.json,3,3_high_stiffness,1_low_strength,45,0.005,yes,yes,yes,3,Good Pick,2 or 3
162,2023087_proxy_sample_0_yaw_-15_offset_0.015_rep_0_stiff_medium_force_medium.json,0,2_medium_stiffness,2_medium_strength,-15,0.015,no,no,yes,1,Bad Pick,0 or 1
163,2023088_proxy_sample_2_yaw_-15_offset_0.005_rep_0_stiff_medium_force_medium.json,2,2_medium_stiffness,2_medium_strength,-15,0.005,no,yes,yes,2,Bad Pick,2 or 3
164,20230728_proxy_sample_8_yaw_0_rep_0_stiff_medium_force_high.json,8,2_medium_stiffness,3_high_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
165,2023087_proxy_sample_2_yaw_45_offset_0.01_rep_0_stiff_low_force_low.json,2,1_low_stiffness,1_low_strength,45,0.01,no,yes,yes,2,Good Pick,2 or 3
166,2023087_proxy_sample_2_yaw_45_offset_0.015_rep_0_stiff_high_force_low.json,2,3_high_stiffness,1_low_strength,45,0.015,no,yes,yes,2,Good Pick,2 or 3
167,2023088_proxy_sample_4_yaw_45_offset_0.005_rep_0_stiff_medium_force_low.json,4,2_medium_stiffness,1_low_strength,45,0.005,no,yes,yes,2,Good Pick,2 or 3
168,2023087_proxy_sample_6_yaw_45_offset_0.005_rep_0_stiff_low_force_low.json,6,1_low_stiffness,1_low_strength,45,0.005,yes,yes,yes,3,Good Pick,2 or 3
169,2023082_proxy_sample_4_yaw_45_rep_0_stiff_high_force_high.json,4,3_high_stiffness,3_high_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
170,2023083_proxy_sample_0_yaw_45_rep_1_stiff_medium_force_medium.json,0,2_medium_stiffness,2_medium_strength,45,0.0,yes,yes,no,2,Bad Pick,2 or 3
171,2023087_proxy_sample_0_yaw_-15_offset_0.01_rep_0_stiff_medium_force_medium.json,0,2_medium_stiffness,2_medium_strength,-15,0.01,yes,no,yes,2,Bad Pick,2 or 3
172,2023082_proxy_sample_1_yaw_-15_rep_0_stiff_high_force_medium.json,1,3_high_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
173,2023088_proxy_sample_7_yaw_-15_offset_0.01_rep_0_stiff_medium_force_low.json,7,2_medium_stiffness,1_low_strength,-15,0.01,no,no,no,0,Bad Pick,0 or 1
174,2023088_proxy_sample_7_yaw_45_offset_0.015_rep_0_stiff_medium_force_low.json,7,2_medium_stiffness,1_low_strength,45,0.015,no,no,no,0,Bad Pick,0 or 1
175,20230728_proxy_sample_8_yaw_60_rep_0_stiff_medium_force_medium.json,8,2_medium_stiffness,2_medium_strength,60,0.0,no,no,no,0,Bad Pick,0 or 1
176,2023088_proxy_sample_1_yaw_45_offset_0.015_rep_0_stiff_medium_force_low.json,1,2_medium_stiffness,1_low_strength,45,0.015,no,yes,yes,2,Good Pick,2 or 3
177,20230728_proxy_sample_2_yaw_0_rep_0_stiff_medium_force_high.json,2,2_medium_stiffness,3_high_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
178,2023088_proxy_sample_6_yaw_45_offset_0.015_rep_0_stiff_medium_force_medium.json,6,2_medium_stiffness,2_medium_strength,45,0.015,no,yes,yes,2,Bad Pick,2 or 3
179,20230724_proxy_sample_2_yaw_0_rep_0_stiff_high_force_low.json,2,3_high_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
180,2023082_proxy_sample_4_yaw_-15_rep_0_stiff_high_force_high.json,4,3_high_stiffness,3_high_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
181,2023087_proxy_sample_0_yaw_-15_offset_0.005_rep_0_stiff_low_force_medium.json,0,1_low_stiffness,2_medium_strength,-15,0.005,yes,yes,yes,3,Bad Pick,2 or 3
182,2023082_proxy_sample_6_yaw_-15_rep_0_stiff_high_force_medium.json,6,3_high_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
183,2023083_proxy_sample_7_yaw_-15_offset_0.01_rep_0_stiff_high_force_medium.json,7,3_high_stiffness,2_medium_strength,-15,0.01,yes,yes,yes,3,Good Pick,2 or 3
184,20230724_proxy_sample_5_yaw_0_rep_0_stiff_high_force_low.json,5,3_high_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
185,2023083_proxy_sample_8_yaw_45_offset_0.01_rep_0_stiff_high_force_medium.json,8,3_high_stiffness,2_medium_strength,45,0.01,no,yes,yes,2,Good Pick,2 or 3
186,20230724_proxy_sample_2_yaw_60_rep_0_stiff_high_force_low.json,2,3_high_stiffness,1_low_strength,60,0.0,yes,yes,yes,3,Good Pick,2 or 3
187,20230724_proxy_sample_0_yaw_60_rep_0_stiff_high_force_high.json,0,3_high_stiffness,3_high_strength,60,0.0,yes,no,yes,2,Bad Pick,2 or 3
188,20230724_proxy_sample_0_yaw_0_rep_0_stiff_high_force_high.json,0,3_high_stiffness,3_high_strength,0,0.0,yes,yes,no,2,Bad Pick,2 or 3
189,2023083_proxy_sample_3_yaw_-15_offset_0.005_rep_0_stiff_high_force_medium.json,3,3_high_stiffness,2_medium_strength,-15,0.005,no,yes,yes,2,Bad Pick,2 or 3
190,20230728_proxy_sample_4_yaw_60_rep_0_stiff_medium_force_medium.json,4,2_medium_stiffness,2_medium_strength,60,0.0,yes,yes,yes,3,Bad Pick,2 or 3
191,20230728_proxy_sample_5_yaw_0_rep_0_stiff_medium_force_low.json,5,2_medium_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
192,2023087_proxy_sample_1_yaw_-15_offset_0.005_rep_0_stiff_medium_force_medium.json,1,2_medium_stiffness,2_medium_strength,-15,0.005,no,yes,no,1,Bad Pick,0 or 1
193,2023083_proxy_sample_4_yaw_-15_rep_1_stiff_high_force_medium.json,4,3_high_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
194,2023083_proxy_sample_9_yaw_-15_rep_1_stiff_medium_force_medium.json,9,2_medium_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
195,2023088_proxy_sample_2_yaw_45_offset_0.005_rep_0_stiff_medium_force_low.json,2,2_medium_stiffness,1_low_strength,45,0.005,yes,yes,yes,3,Good Pick,2 or 3
196,2023083_proxy_sample_6_yaw_45_offset_0.005_rep_0_stiff_high_force_medium.json,6,3_high_stiffness,2_medium_strength,45,0.005,yes,yes,yes,3,Bad Pick,2 or 3
197,20230724_proxy_sample_1_yaw_60_rep_0_stiff_high_force_low.json,1,3_high_stiffness,1_low_strength,60,0.0,yes,yes,yes,3,Good Pick,2 or 3
198,2023087_proxy_sample_2_yaw_45_offset_0.005_rep_0_stiff_low_force_medium.json,2,1_low_stiffness,2_medium_strength,45,0.005,yes,no,yes,2,Bad Pick,2 or 3
199,2023083_proxy_sample_0_yaw_-15_rep_1_stiff_high_force_low.json,0,3_high_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
200,2023082_proxy_sample_8_yaw_45_rep_0_stiff_high_force_low.json,8,3_high_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
201,2023087_proxy_sample_1_yaw_45_offset_0.02_rep_0_stiff_low_force_low.json,1,1_low_stiffness,1_low_strength,45,0.02,no,no,no,0,Bad Pick,0 or 1
202,2023082_proxy_sample_8_yaw_45_rep_0_stiff_high_force_high.json,8,3_high_stiffness,3_high_strength,45,0.0,no,no,no,0,Bad Pick,0 or 1
203,20230731_proxy_sample_6_yaw_45_rep_0_stiff_low_force_medium.json,6,1_low_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
204,20230731_proxy_sample_0_yaw_45_rep_0_stiff_low_force_low.json,0,1_low_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
205,2023083_proxy_sample_4_yaw_45_rep_0_stiff_medium_force_high.json,4,2_medium_stiffness,3_high_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
206,2023083_proxy_sample_0_yaw_-15_rep_1_stiff_medium_force_medium.json,0,2_medium_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Good Pick,2 or 3
207,2023087_proxy_sample_4_yaw_-15_offset_0.015_rep_0_stiff_high_force_low.json,4,3_high_stiffness,1_low_strength,-15,0.015,no,no,yes,1,Bad Pick,0 or 1
208,2023087_proxy_sample_2_yaw_-15_offset_0.01_rep_0_stiff_high_force_low.json,2,3_high_stiffness,1_low_strength,-15,0.01,no,no,yes,1,Bad Pick,0 or 1
209,2023087_proxy_sample_3_yaw_-15_offset_0.02_rep_0_stiff_low_force_low.json,3,1_low_stiffness,1_low_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
210,2023087_proxy_sample_5_yaw_-15_offset_0.005_rep_0_stiff_low_force_medium.json,5,1_low_stiffness,2_medium_strength,-15,0.005,yes,yes,yes,3,Bad Pick,2 or 3
211,20230724_proxy_sample_3_yaw_60_rep_0_stiff_high_force_low.json,3,3_high_stiffness,1_low_strength,60,0.0,yes,yes,yes,3,Good Pick,2 or 3
212,2023083_proxy_sample_1_yaw_45_offset_0.015_rep_0_stiff_high_force_medium.json,1,3_high_stiffness,2_medium_strength,45,0.015,no,yes,yes,2,Bad Pick,2 or 3
213,20230724_proxy_sample_1_yaw_0_rep_0_stiff_high_force_high.json,1,3_high_stiffness,3_high_strength,0,0.0,yes,yes,no,2,Bad Pick,2 or 3
214,2023083_proxy_sample_6_yaw_-15_offset_0.015_rep_0_stiff_high_force_medium.json,6,3_high_stiffness,2_medium_strength,-15,0.015,no,no,yes,1,Bad Pick,0 or 1
215,2023083_proxy_sample_3_yaw_45_offset_0.01_rep_0_stiff_high_force_medium.json,3,3_high_stiffness,2_medium_strength,45,0.01,no,yes,yes,2,Bad Pick,2 or 3
216,2023087_proxy_sample_1_yaw_-15_offset_0.005_rep_0_stiff_low_force_low.json,1,1_low_stiffness,1_low_strength,-15,0.005,yes,yes,yes,3,Good Pick,2 or 3
217,2023087_proxy_sample_0_yaw_-15_offset_0.02_rep_0_stiff_low_force_medium.json,0,1_low_stiffness,2_medium_strength,-15,0.02,yes,no,yes,2,Bad Pick,2 or 3
218,2023083_proxy_sample_3_yaw_45_rep_1_stiff_high_force_low.json,3,3_high_stiffness,1_low_strength,45,0.0,yes,yes,no,2,Bad Pick,2 or 3
219,2023083_proxy_sample_1_yaw_45_offset_0.005_rep_0_stiff_high_force_medium.json,1,3_high_stiffness,2_medium_strength,45,0.005,yes,yes,yes,3,Bad Pick,2 or 3
220,2023083_proxy_sample_8_yaw_45_rep_1_stiff_low_force_medium.json,8,1_low_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
221,2023082_proxy_sample_5_yaw_-15_rep_0_stiff_high_force_high.json,5,3_high_stiffness,3_high_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
222,2023087_proxy_sample_2_yaw_-15_offset_0.02_rep_0_stiff_high_force_low.json,2,3_high_stiffness,1_low_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
223,20230720_proxy_sample_9_yaw_60_rep_0_stiff_high_force_medium.json,9,3_high_stiffness,2_medium_strength,60,0.0,no,yes,no,1,Bad Pick,0 or 1
224,2023087_proxy_sample_6_yaw_-15_offset_0.015_rep_0_stiff_high_force_low.json,6,3_high_stiffness,1_low_strength,-15,0.015,no,no,yes,1,Bad Pick,0 or 1
225,20230724_proxy_sample_9_yaw_60_rep_0_stiff_high_force_high.json,9,3_high_stiffness,3_high_strength,60,0.0,no,no,no,0,Bad Pick,0 or 1
226,20230731_proxy_sample_2_yaw_-15_rep_0_stiff_low_force_low.json,2,1_low_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
227,2023088_proxy_sample_4_yaw_-15_offset_0.02_rep_0_stiff_medium_force_medium.json,4,2_medium_stiffness,2_medium_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
228,20230728_proxy_sample_2_yaw_60_rep_0_stiff_medium_force_low.json,2,2_medium_stiffness,1_low_strength,60,0.0,yes,yes,yes,3,Good Pick,2 or 3
229,2023088_proxy_sample_3_yaw_-15_offset_0.01_rep_0_stiff_medium_force_medium.json,3,2_medium_stiffness,2_medium_strength,-15,0.01,no,no,yes,1,Bad Pick,0 or 1
230,2023087_proxy_sample_1_yaw_-15_offset_0.01_rep_0_stiff_medium_force_medium.json,1,2_medium_stiffness,2_medium_strength,-15,0.01,yes,no,yes,2,Bad Pick,2 or 3
231,2023087_proxy_sample_3_yaw_-15_offset_0.005_rep_0_stiff_high_force_low.json,3,3_high_stiffness,1_low_strength,-15,0.005,no,yes,yes,2,Bad Pick,2 or 3
232,2023083_proxy_sample_5_yaw_-15_rep_1_stiff_low_force_medium.json,5,1_low_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
233,2023087_proxy_sample_1_yaw_-15_offset_0.02_rep_0_stiff_low_force_low.json,1,1_low_stiffness,1_low_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
234,2023088_proxy_sample_2_yaw_-15_offset_0.015_rep_0_stiff_medium_force_low.json,2,2_medium_stiffness,1_low_strength,-15,0.015,no,no,yes,1,Bad Pick,0 or 1
235,2023083_proxy_sample_7_yaw_-15_rep_0_stiff_medium_force_high.json,7,2_medium_stiffness,3_high_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
236,2023083_proxy_sample_6_yaw_45_rep_1_stiff_low_force_medium.json,6,1_low_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
237,2023087_proxy_sample_5_yaw_45_offset_0.02_rep_0_stiff_high_force_low.json,5,3_high_stiffness,1_low_strength,45,0.02,no,yes,yes,2,Good Pick,2 or 3
238,2023087_proxy_sample_6_yaw_45_offset_0.02_rep_0_stiff_high_force_low.json,6,3_high_stiffness,1_low_strength,45,0.02,no,yes,yes,2,Good Pick,2 or 3
239,2023082_proxy_sample_4_yaw_45_rep_0_stiff_high_force_medium.json,4,3_high_stiffness,2_medium_strength,45,0.0,yes,yes,no,2,Bad Pick,2 or 3
240,20230731_proxy_sample_3_yaw_-15_rep_0_stiff_low_force_medium.json,3,1_low_stiffness,2_medium_strength,-15,0.0,no,no,yes,1,Bad Pick,0 or 1
241,2023087_proxy_sample_1_yaw_-15_offset_0.005_rep_0_stiff_low_force_medium.json,1,1_low_stiffness,2_medium_strength,-15,0.005,yes,yes,yes,3,Bad Pick,2 or 3
242,2023083_proxy_sample_2_yaw_45_rep_1_stiff_low_force_low.json,2,1_low_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
243,2023083_proxy_sample_2_yaw_45_rep_0_stiff_medium_force_high.json,2,2_medium_stiffness,3_high_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
244,2023083_proxy_sample_7_yaw_-15_rep_1_stiff_high_force_low.json,7,3_high_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
245,2023083_proxy_sample_5_yaw_45_rep_1_stiff_high_force_low.json,5,3_high_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
246,2023088_proxy_sample_0_yaw_-15_offset_0.02_rep_0_stiff_medium_force_low.json,0,2_medium_stiffness,1_low_strength,-15,0.02,no,no,yes,1,Good Pick,0 or 1
247,20230728_proxy_sample_5_yaw_60_rep_0_stiff_medium_force_high.json,5,2_medium_stiffness,3_high_strength,60,0.0,yes,yes,yes,3,Bad Pick,2 or 3
248,20230731_proxy_sample_3_yaw_45_rep_0_stiff_low_force_medium.json,3,1_low_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
249,2023087_proxy_sample_1_yaw_45_offset_0.02_rep_0_stiff_low_force_medium.json,1,1_low_stiffness,2_medium_strength,45,0.02,no,no,no,0,Bad Pick,0 or 1
250,2023087_proxy_sample_0_yaw_45_offset_0.015_rep_0_stiff_low_force_low.json,0,1_low_stiffness,1_low_strength,45,0.015,no,no,yes,1,Good Pick,0 or 1
251,20230728_proxy_sample_3_yaw_60_rep_0_stiff_medium_force_medium.json,3,2_medium_stiffness,2_medium_strength,60,0.0,yes,yes,no,2,Bad Pick,2 or 3
252,2023087_proxy_sample_2_yaw_-15_offset_0.015_rep_0_stiff_low_force_low.json,2,1_low_stiffness,1_low_strength,-15,0.015,no,no,yes,1,Bad Pick,0 or 1
253,2023087_proxy_sample_1_yaw_-15_offset_0.015_rep_0_stiff_low_force_medium.json,1,1_low_stiffness,2_medium_strength,-15,0.015,yes,no,yes,2,Bad Pick,2 or 3
254,2023087_proxy_sample_0_yaw_-15_offset_0.005_rep_0_stiff_low_force_low.json,0,1_low_stiffness,1_low_strength,-15,0.005,yes,yes,yes,3,Good Pick,2 or 3
255,2023088_proxy_sample_8_yaw_-15_offset_0.005_rep_0_stiff_medium_force_medium.json,8,2_medium_stiffness,2_medium_strength,-15,0.005,yes,yes,yes,3,Bad Pick,2 or 3
256,20230728_proxy_sample_0_yaw_0_rep_0_stiff_medium_force_high.json,0,2_medium_stiffness,3_high_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
257,2023083_proxy_sample_4_yaw_-15_rep_1_stiff_low_force_low.json,4,1_low_stiffness,1_low_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
258,2023083_proxy_sample_2_yaw_45_offset_0.015_rep_0_stiff_high_force_medium.json,2,3_high_stiffness,2_medium_strength,45,0.015,no,yes,yes,2,Bad Pick,2 or 3
259,2023088_proxy_sample_5_yaw_-15_offset_0.005_rep_0_stiff_medium_force_medium.json,5,2_medium_stiffness,2_medium_strength,-15,0.005,no,yes,yes,2,Bad Pick,2 or 3
260,2023087_proxy_sample_7_yaw_45_offset_0.02_rep_0_stiff_high_force_low.json,7,3_high_stiffness,1_low_strength,45,0.02,no,no,no,0,Bad Pick,0 or 1
261,2023083_proxy_sample_7_yaw_45_rep_0_stiff_medium_force_high.json,7,2_medium_stiffness,3_high_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
262,2023083_proxy_sample_2_yaw_45_rep_1_stiff_medium_force_low.json,2,2_medium_stiffness,1_low_strength,45,0.0,yes,yes,no,2,Good Pick,2 or 3
263,2023088_proxy_sample_0_yaw_45_offset_0.01_rep_0_stiff_medium_force_low.json,0,2_medium_stiffness,1_low_strength,45,0.01,no,no,yes,1,Bad Pick,0 or 1
264,2023083_proxy_sample_6_yaw_-15_rep_1_stiff_medium_force_medium.json,6,2_medium_stiffness,2_medium_strength,-15,0.0,no,yes,no,1,Bad Pick,0 or 1
265,2023087_proxy_sample_2_yaw_45_offset_0.015_rep_0_stiff_low_force_low.json,2,1_low_stiffness,1_low_strength,45,0.015,no,yes,yes,2,Good Pick,2 or 3
266,2023087_proxy_sample_1_yaw_45_offset_0.01_rep_0_stiff_medium_force_medium.json,1,2_medium_stiffness,2_medium_strength,45,0.01,yes,yes,yes,3,Bad Pick,2 or 3
267,2023087_proxy_sample_3_yaw_-15_offset_0.015_rep_0_stiff_high_force_low.json,3,3_high_stiffness,1_low_strength,-15,0.015,no,no,yes,1,Bad Pick,0 or 1
268,20230720_proxy_sample_2_yaw_60_rep_0_stiff_high_force_medium.json,2,3_high_stiffness,2_medium_strength,60,0.0,no,yes,no,1,Bad Pick,0 or 1
269,2023082_proxy_sample_2_yaw_45_rep_0_stiff_high_force_low.json,2,3_high_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
270,2023082_proxy_sample_0_yaw_-15_rep_0_stiff_high_force_medium.json,0,3_high_stiffness,2_medium_strength,-15,0.0,yes,yes,no,2,Bad Pick,2 or 3
271,2023087_proxy_sample_0_yaw_45_offset_0.01_rep_0_stiff_low_force_medium.json,0,1_low_stiffness,2_medium_strength,45,0.01,yes,yes,yes,3,Bad Pick,2 or 3
272,2023087_proxy_sample_4_yaw_45_offset_0.015_rep_0_stiff_low_force_medium.json,4,1_low_stiffness,2_medium_strength,45,0.015,no,yes,yes,2,Bad Pick,2 or 3
273,2023087_proxy_sample_4_yaw_-15_offset_0.015_rep_0_stiff_low_force_low.json,4,1_low_stiffness,1_low_strength,-15,0.015,no,no,yes,1,Bad Pick,0 or 1
274,20230731_proxy_sample_4_yaw_-15_rep_0_stiff_low_force_low.json,4,1_low_stiffness,1_low_strength,-15,0.0,no,no,yes,1,Bad Pick,0 or 1
275,20230724_proxy_sample_5_yaw_60_rep_0_stiff_high_force_high.json,5,3_high_stiffness,3_high_strength,60,0.0,yes,yes,yes,3,Bad Pick,2 or 3
276,20230731_proxy_sample_7_yaw_45_rep_0_stiff_low_force_medium.json,7,1_low_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
277,2023087_proxy_sample_6_yaw_45_offset_0.02_rep_0_stiff_low_force_low.json,6,1_low_stiffness,1_low_strength,45,0.02,no,no,no,0,Bad Pick,0 or 1
278,20230728_proxy_sample_1_yaw_0_rep_0_stiff_medium_force_low.json,1,2_medium_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
279,2023088_proxy_sample_8_yaw_45_offset_0.005_rep_0_stiff_medium_force_low.json,8,2_medium_stiffness,1_low_strength,45,0.005,no,yes,yes,2,Good Pick,2 or 3
280,2023083_proxy_sample_9_yaw_-15_rep_1_stiff_high_force_low.json,9,3_high_stiffness,1_low_strength,-15,0.0,no,yes,yes,2,Good Pick,2 or 3
281,2023083_proxy_sample_1_yaw_-15_rep_1_stiff_high_force_low.json,1,3_high_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
282,2023088_proxy_sample_6_yaw_45_offset_0.015_rep_0_stiff_medium_force_low.json,6,2_medium_stiffness,1_low_strength,45,0.015,no,yes,yes,2,Good Pick,2 or 3
283,2023083_proxy_sample_0_yaw_-15_offset_0.015_rep_0_stiff_high_force_medium.json,0,3_high_stiffness,2_medium_strength,-15,0.015,yes,no,yes,2,Bad Pick,2 or 3
284,2023082_proxy_sample_9_yaw_-15_rep_0_stiff_high_force_low.json,9,3_high_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
285,2023088_proxy_sample_8_yaw_-15_offset_0.02_rep_0_stiff_medium_force_low.json,8,2_medium_stiffness,1_low_strength,-15,0.02,no,no,yes,1,Good Pick,0 or 1
286,2023087_proxy_sample_4_yaw_-15_offset_0.02_rep_0_stiff_high_force_low.json,4,3_high_stiffness,1_low_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
287,20230731_proxy_sample_2_yaw_-15_rep_0_stiff_low_force_high.json,2,1_low_stiffness,3_high_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
288,20230724_proxy_sample_7_yaw_60_rep_0_stiff_high_force_low.json,7,3_high_stiffness,1_low_strength,60,0.0,yes,yes,yes,3,Good Pick,2 or 3
289,2023087_proxy_sample_5_yaw_45_offset_0.01_rep_0_stiff_high_force_low.json,5,3_high_stiffness,1_low_strength,45,0.01,no,yes,yes,2,Good Pick,2 or 3
290,2023087_proxy_sample_5_yaw_45_offset_0.015_rep_0_stiff_low_force_medium.json,5,1_low_stiffness,2_medium_strength,45,0.015,no,yes,yes,2,Bad Pick,2 or 3
291,2023088_proxy_sample_6_yaw_-15_offset_0.02_rep_0_stiff_medium_force_medium.json,6,2_medium_stiffness,2_medium_strength,-15,0.02,no,no,no,0,Bad Pick,0 or 1
292,2023087_proxy_sample_5_yaw_-15_offset_0.005_rep_0_stiff_low_force_low.json,5,1_low_stiffness,1_low_strength,-15,0.005,yes,yes,yes,3,Good Pick,2 or 3
293,2023083_proxy_sample_5_yaw_45_rep_0_stiff_medium_force_low.json,5,2_medium_stiffness,1_low_strength,45,0.0,yes,yes,no,2,Good Pick,2 or 3
294,2023083_proxy_sample_3_yaw_-15_rep_1_stiff_low_force_low.json,3,1_low_stiffness,1_low_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
295,2023087_proxy_sample_1_yaw_45_offset_0.01_rep_0_stiff_high_force_low.json,1,3_high_stiffness,1_low_strength,45,0.01,yes,yes,yes,3,Good Pick,2 or 3
296,2023083_proxy_sample_3_yaw_45_rep_0_stiff_medium_force_high.json,3,2_medium_stiffness,3_high_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
297,2023087_proxy_sample_2_yaw_45_offset_0.02_rep_0_stiff_low_force_low.json,2,1_low_stiffness,1_low_strength,45,0.02,no,no,yes,1,Bad Pick,0 or 1
298,20230720_proxy_sample_1_yaw_60_rep_0_stiff_high_force_medium.json,1,3_high_stiffness,2_medium_strength,60,0.0,yes,no,no,1,Bad Pick,0 or 1
299,20230728_proxy_sample_3_yaw_60_rep_0_stiff_medium_force_high.json,3,2_medium_stiffness,3_high_strength,60,0.0,yes,yes,yes,3,Bad Pick,2 or 3
300,2023087_proxy_sample_1_yaw_45_offset_0.015_rep_0_stiff_high_force_low.json,1,3_high_stiffness,1_low_strength,45,0.015,yes,yes,yes,3,Good Pick,2 or 3
301,2023083_proxy_sample_4_yaw_45_offset_0.02_rep_0_stiff_high_force_medium.json,4,3_high_stiffness,2_medium_strength,45,0.02,no,no,yes,1,Bad Pick,0 or 1
302,2023083_proxy_sample_3_yaw_45_rep_1_stiff_low_force_medium.json,3,1_low_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
303,2023087_proxy_sample_8_yaw_45_offset_0.015_rep_0_stiff_high_force_low.json,8,3_high_stiffness,1_low_strength,45,0.015,yes,yes,yes,3,Good Pick,2 or 3
304,2023083_proxy_sample_1_yaw_-15_offset_0.015_rep_0_stiff_high_force_medium.json,1,3_high_stiffness,2_medium_strength,-15,0.015,yes,no,yes,2,Bad Pick,2 or 3
305,2023083_proxy_sample_1_yaw_-15_offset_0.005_rep_0_stiff_high_force_medium.json,1,3_high_stiffness,2_medium_strength,-15,0.005,yes,yes,yes,3,Bad Pick,2 or 3
